file_name,gt_lines,ocr_lines,matched_lines,mean_cer,mean_wer,mean_char_acc,mean_word_acc,recognition_rate
0001.jpg,6,10,1,0.0,0.0,1.0,1.0,0.16666666666666666
0002.jpg,7,35,3,0.06140350877192982,0.19047619047619047,0.9270833333333334,0.8095238095238094,0.42857142857142855
0003.jpg,11,20,6,0.0673076923076923,0.08333333333333333,0.935374149659864,0.8333333333333334,0.5454545454545454
0004.jpg,11,7,2,0.0,0.0,1.0,1.0,0.18181818181818182
0006.jpg,8,21,1,0.3076923076923077,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.125
0007.jpg,6,12,0,,,,,0.0
0009.jpg,15,22,2,0.18055555555555555,0.6666666666666666,0.8041666666666667,0.3333333333333333,0.13333333333333333
0010.jpg,4,10,0,,,,,0.0
0011.jpg,7,55,2,0.1884920634920635,1.625,0.805952380952381,0.375,0.2857142857142857
0012.jpg,10,15,4,0.14759358288770053,0.23214285714285715,0.8508771929824561,0.7053571428571428,0.4
0013.jpg,9,22,4,0.09895833333333333,0.25,0.9109848484848484,0.65,0.4444444444444444
0014.jpg,8,22,1,0.16666666666666666,0.5,0.8666666666666667,0.5,0.125
0015.jpg,5,10,1,0.14285714285714285,0.5,0.8333333333333334,0.5,0.2
0016.jpg,10,48,6,0.039272030651340994,0.25,0.9744397759103641,0.6666666666666666,0.6
0017.jpg,10,14,8,0.13136574074074076,0.39583333333333337,0.8787375859434683,0.6666666666666666,0.8
0018.jpeg,8,16,3,0.10416666666666667,0.5222222222222223,0.8870639164756812,0.4777777777777778,0.375
0019.jpg,8,64,2,0.08823529411764706,1.0,0.9411764705882353,0.5,0.25
0020.jpg,12,22,5,0.18894607843137257,0.5666666666666667,0.8132284382284383,0.4333333333333333,0.4166666666666667
0022.jpg,13,14,11,0.0363969363969364,0.09848484848484848,0.9751107917115821,0.856060606060606,0.8461538461538461
0023.jpg,11,33,10,0.1096659764738458,0.22857142857142856,0.8937283130306385,0.6714285714285714,0.9090909090909091
0024.jpg,11,19,5,0.07540983606557376,0.08,0.926923076923077,0.9199999999999999,0.45454545454545453
0025.jpg,9,32,0,,,,,0.0
0026.jpg,6,17,0,,,,,0.0
0027.jpg,5,5,0,,,,,0.0
0028.jpg,6,36,2,0.2909090909090909,1.0,0.7047619047619047,0.0,0.3333333333333333
0029.jpg,8,20,2,0.04444444444444444,0.41666666666666663,0.9502314814814815,0.5833333333333333,0.25
0030.jpg,6,23,3,0.07837837837837838,0.6666666666666666,0.9249999999999999,0.3888888888888889,0.5
0031.jpg,6,4,2,0.26151315789473684,1.0,0.7555555555555555,0.25,0.3333333333333333
0032.jpg,8,45,2,0.24013157894736842,0.6666666666666666,0.8161764705882353,0.3333333333333333,0.25
0035.jpg,8,12,5,0.27064856711915536,1.1,0.7801282051282051,0.2,0.625
0036.jpg,11,20,1,0.05555555555555555,0.3333333333333333,0.9375,0.6666666666666666,0.09090909090909091
0037.jpeg,8,7,1,0.05263157894736842,0.3333333333333333,0.9411764705882353,0.6666666666666666,0.125
0039.jpeg,10,18,0,,,,,0.0
0040.jpeg,9,19,5,0.12945344129554653,0.4333333333333333,0.8700711053652231,0.5666666666666667,0.5555555555555556
0041.jpg,12,16,12,0.09894191480144827,0.2666666666666667,0.919762315334566,0.6361111111111112,1.0
0043.jpg,8,9,3,0.2904865649963689,0.7777777777777777,0.7244444444444446,0.0,0.375
0044.jpg,6,8,2,0.0,0.0,1.0,1.0,0.3333333333333333
0045.jpeg,15,28,10,0.15735329556923983,0.39166666666666666,0.8553571428571429,0.525,0.6666666666666666
0046.jpeg,15,12,4,0.24778346653346653,0.9166666666666666,0.7469696969696971,0.3333333333333333,0.26666666666666666
0047.jpg,9,43,4,0.08194444444444443,0.5208333333333334,0.9402573529411764,0.6041666666666666,0.4444444444444444
0049.jpg,12,29,5,0.07484965615061982,0.6619047619047619,0.9310165887752095,0.6380952380952382,0.4166666666666667
0050.jpg,7,19,5,0.035483870967741936,0.08,0.9584905660377359,0.9199999999999999,0.7142857142857143
0051.jpg,6,16,3,0.11688311688311688,0.27777777777777773,0.8730769230769231,0.7222222222222222,0.5
0052.jpeg,11,27,5,0.30492753623188407,0.6,0.7897435897435898,0.3,0.45454545454545453
0054.jpg,8,22,4,0.07659007659007659,0.5625,0.9214257964257964,0.4375,0.5
0055.jpg,20,41,2,0.023809523809523808,0.16666666666666666,0.9736842105263158,0.8333333333333333,0.1
0057.jpg,14,24,7,0.05714285714285715,0.14285714285714285,0.9560439560439561,0.8571428571428571,0.5
0059.jpg,7,26,0,,,,,0.0
0060.jpg,7,23,1,0.0,0.0,1.0,1.0,0.14285714285714285
0061.jpg,6,18,3,0.3036576949620428,0.5277777777777778,0.7182186234817814,0.3055555555555555,0.5
0062.jpg,13,16,3,0.1111111111111111,0.3333333333333333,0.9047619047619048,0.6666666666666666,0.23076923076923078
0063.jpg,12,13,7,0.0,0.0,1.0,1.0,0.5833333333333334
0064.jpg,29,38,28,0.01799835146108438,0.06710600907029478,0.9815557800163711,0.9507511337868481,0.9655172413793104
0066.jpg,6,13,5,0.09494949494949495,0.27999999999999997,0.9129870129870129,0.6,0.8333333333333334
0067.jpeg,9,12,8,0.05990713411100353,0.33125000000000004,0.9573844749922337,0.725,0.8888888888888888
0071.jpg,7,21,3,0.21754385964912282,1.0,0.8874434389140271,0.3333333333333333,0.42857142857142855
0072.jpg,27,42,11,0.11111111111111112,0.4848484848484848,0.8823953823953825,0.5606060606060606,0.4074074074074074
